Abbreviation,Name,Reaction,GPR,Subsystem,Reversible,Lower bound,Upper bound,Objective
PYRS-2,Pyrrolysine synthesis reaction (step 2),1pyr4m5c[c] + lys-L[c] + atp[c] <==> pyr-L[c] + adp[c] + pi[c] + h[c],MA0153,Other,0,0.0,1000,0
PYRTRS,pyrrolysyl-tRNA synthase,pyr-L[c] + atp[c] + trnaala[c] <==> amp[c] + ppi[c] + pyrtrna[c],MA0155,Other,0,0.0,1000,0
R07405,5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase,5c5pdriaz[c] <==> 5aizc[c],MA1376,Other,0,0.0,1000,0
RBPI,"ribose 1,5-bisphosphate isomerase",r15bp[c] <==> rb15bp[c],MA2851,Other,0,0.0,1000,0
SDPTA,succinyldiaminopimelate transaminase,akg[c] + sl26da[c] <==> glu-L[c] + sl2a6o[c],MA0119,Other,0,0.0,1000,0
SPODM,superoxide dismutase,(2) h[c] + (2) o2-[c] <==> h2o2[c] + o2[c],(MA1574 and MA2422),Other,0,0.0,1000,0
SULR2,F420-dependent sulfite reductase,h2s[c] + (3) f420-2[c] + (3) h2o[c] + h[c] <==> (3) f420-2h2[c] + so3[c],(MA3439 or MA4520),Other,1,-1000.0,1000,0
4ASD,4-aminoshikimate dehydratase,4as[c] <==> h2o[c] + 4das[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
4DHSD,4-aminoshikimate dehydrogenase,4adhs[c] + (2) h[c] + nadh[c] <==> nad[c] + 4as[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
4DHSS,4-aminodehydroshikimate synthase,4adhq[c] <==> 4adhs[c] + h2o[c] + h[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
BRFAPS,beta-ribofuranosylaminobenzene 5'-phosphate synthase,4abz[c] + h[c] + prpp[c] <==> Brfap[c] + co2[c] + ppi[c],(MA0339 or MA4006),Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
DHNPA2,dihydroneopterin aldolase,dhnpt[c] <==> 6hmhpt[c] + gcald[c] + h[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
DHPCPH,"7,8-dihydronepterin 2' :3'-cyclicphosphate hydrolase",dhp23cp[c] + h2o[c] <==> dhpmp[c] + h[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
DHPS3,"7,8 dihydropteroate synthase (methanopterin)",6hmhptpp[c] + Brfap[c] + h[c] <==> dhrfap[c] + ppi[c],(MA1946 or MA1962 or MA3419 or MA4405),Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
DHQAT,3-dehydroquinate aminotransferase,3dhq[c] + nh4[c] <==> 4adhq[c] + h2o[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp[c] + h2o[c] <==> dhnpt[c] + pi[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H2MPTR,dihydromethanoterin reductase,f420-2h2[c] + h2mpt[c] <==> f420-2[c] + h4mpt[c] + h[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTGL_atp_,tetrahydromethanopterin glutamate lyase (ATP),atp[c] + glu-L[c] + h4mpt[c] <==> adp[c] + h[c] + h4spt[c] + pi[c],MA3268,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTGL_gtp_,tetrahydromethanopterin glutamate lyase (GTP),glu-L[c] + gtp[c] + h4mpt[c] <==> gdp[c] + h[c] + h4spt[c] + pi[c],MA3268,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTS10,tetrahydromethanopterin synthesis reaction 10,dhadrp[c] + h2o[c] <==> dhadr[c] + pi[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTS11,tetrahydromethanopterin synthesis reaction 11,dhadr[c] + prpp[c] <==> dhadrpr[c] + ppi[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTS12,tetrahydromethanopterin synthesis reaction 12,atp[c] + dhadrpr[c] <==> adp[c] + dhadrdpr[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTS13,tetrahydromethanopterin synthesis reaction 13,atp[c] + dhadrdpr[c] <==> adp[c] + dhadrtpr[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTS14,tetrahydromethanopterin synthesis reaction 14,S2hglut[c] + dhadrtpr[c] <==> dmh2mpt[c] + ppi[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTS15,tetrahydromethanopterin synthesis reaction 15,amet[c] + dmh2mpt[c] <==> ahcys[c] + h[c] + mmh2mpt[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTS16,tetrahydromethanopterin synthesis reaction 16,amet[c] + mmh2mpt[c] <==> ahcys[c] + h[c] + h2mpt[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
H4MPTS9,tetrahydromethanopterin synthesis reaction 9,dhrfap[c] + f420-2h2[c] <==> dhadrp[c] + f420-2[c] + h[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,6hmhpt[c] + atp[c] <==> 6hmhptpp[c] + amp[c] + h[c],Unassigned,Tetrahydramethanopterin Biosynthesis,0,0.0,1000,0
BLAT,beta-lysine acetyltransferase,36dahx[c] + accoa[c] <==> coa[c] + h[c] + nabl[c],MA3978,Threonine and Lysine Metabolism,0,0.0,1000,0
DAPDC,diaminopimelate decarboxylase,26dap-M[c] + h[c] <==> co2[c] + lys-L[c],MA0726,Threonine and Lysine Metabolism,0,0.0,1000,0
DAPE,diaminopimelate epimerase,26dap-LL[c] <==> 26dap-M[c],Unassigned,Threonine and Lysine Metabolism,1,-1000.0,1000,0
DAPNH4T,diaminopimelate synthase,glu-L[c] + thdp[c] + h2o[c] <==> akg[c] + 26dap-LL[c],MA1712,Threonine and Lysine Metabolism,0,0.0,1000,0
DHDPRx,"2,3,4,5-Tetrahydrodipicolinate:NAD+ oxidoreductase",nad[c] + thdp[c] <==> 23dhdp[c] + h[c] + nadh[c],MA4474,Threonine and Lysine Metabolism,1,-1000.0,1000,0
DHDPRy,dihydrodipicolinate reductase (NADPH),nadp[c] + thdp[c] <==> 23dhdp[c] + h[c] + nadph[c],MA4474,Threonine and Lysine Metabolism,1,-1000.0,1000,0
DHDPS,dihydrodipicolinate synthase,aspsa[c] + pyr[c] <==> 23dhdp[c] + (2) h2o[c],MA4473,Threonine and Lysine Metabolism,0,0.0,1000,0
HCITS,homocitrate synthase,accoa[c] + akg[c] + h2o[c] <==> coa[c] + h[c] + hcit[c],(MA1226 or MA1225 or MA3342),Threonine and Lysine Metabolism,0,0.0,1000,0
HSK,homoserine kinase,atp[c] + hom-L[c] <==> adp[c] + h[c] + phom[c],Unassigned,Threonine and Lysine Metabolism,0,0.0,1000,0
LYSAM,"lysine 2,3-aminomutase",lys-L[c] <==> 36dahx[c],MA3979,Threonine and Lysine Metabolism,0,0.0,1000,0
LYSTRS,Lysyl-tRNA synthetase,atp[c] + lys-L[c] + trnalys[c] <==> amp[c] + ppi[c] + lystrna[c],((MA0760 or MA1684) or MA0534),Threonine and Lysine Metabolism,0,0.0,1000,0
THRA2i,L-allo-Threonine Aldolase,athr-L[c] <==> acald[c] + gly[c],MA3520,Threonine and Lysine Metabolism,0,0.0,1000,0
THRAr,Threonine Aldolase,thr-L[c] <==> acald[c] + gly[c],MA3520,Threonine and Lysine Metabolism,1,-1000.0,1000,0
THRS,threonine synthase,h2o[c] + phom[c] <==> pi[c] + thr-L[c],(MA3297 or MA1610),Threonine and Lysine Metabolism,0,0.0,1000,0
THRTRS,Threonyl-tRNA synthetase,atp[c] + thr-L[c] + trnathr[c] <==> amp[c] + ppi[c] + thrtrna[c],MA2896,Threonine and Lysine Metabolism,0,0.0,1000,0
4ABZt2r,4-Aminobenzoate mitochondrial transport via symport,4abz[e] + h[e] <==> 4abz[c] + h[c],Unassigned,Transport,0,0.0,1000,0
ACt3r,acetate reversible transport via proton symport,ac[e] <==> ac[c],MA4008,Transport,1,-1000.0,1000,0
ACTNt2r,(R)-acetoin transport via proton symport,actn-R[c] + (0) h[c] <==> actn-R[e] + (0) h[e],Unassigned,Transport,0,0.0,1000,0
ALACt2r,acetolactate reversible transport via proton symport,alac-S[e] + h[e] <==> alac-S[c] + h[c],Unassigned,Transport,0,0.0,1000,0
ALAt4r,Alanine-Sodium symporter,ala-L[e] + na1[e] <==> ala-L[c] + na1[c],MA2837,Transport,0,0.0,1000,0
ATPS1,H+-exporting ATPase,atp[c] + h[c] + h2o[c] <==> adp[c] + (2) h[e] + pi[c],((MA1678 or MA2833 or MA4082 or MA4378)),Transport,0,0.0,1000,0
BTNabc,biotin transport (ABC),btn[e] + atp[c] + h2o[c] <==> btn[c] + adp[c] + pi[c] + h[c],(MA4340 and (MA4341 or MA4342) and MA4343),Transport,0,0.0,1000,0
BTNt2i,Biotin uptake,btn[e] + h[e] <==> btn[c] + h[c],MA4340,Transport,0,0.0,1000,0
CA2abc,calcium transport via ABC system,atp[c] + ca2[e] + h2o[c] <==> adp[c] + ca2[c] + h[c] + pi[c],(MA1678 or MA2501 or MA2833 or MA4082 or MA4378),Transport,0,0.0,1000,0
CAt6,calcium / sodium antiporter,ca2[c] + na1[e] <==> ca2[e] + na1[c],(MA2008 or MA2817 or MA3021),Transport,1,-1000.0,1000,0
CBIabc,Cobinamide transport via ABC system,atp[c] + cbi[e] + h2o[c] <==> adp[c] + cbi[c] + h[c] + pi[c],(MA4604 and MA4605 and MA4606),Transport,0,0.0,1000,0
CBL1abc,Cob(1)alamin transport via ABC system,atp[c] + cbl1[e] + h2o[c] <==> adp[c] + cbl1[c] + h[c] + pi[c],(MA4604 and MA4605 and MA4606),Transport,0,0.0,1000,0
CBL1HBIabc,Cob(1)alamin-HBI transport via ABC system,atp[c] + cbl1hbi[e] + h2o[c] <==> adp[c] + cbl1hbi[c] + h[c] + pi[c],(MA4604 and MA4605 and MA4606),Transport,0,0.0,1000,0
CD2abc1,cadmium transport out via ABC system,atp[c] + cd2[c] + h2o[c] <==> adp[c] + cd2[e] + h[c] + pi[c],(MA0549 or MA3632 or MA3366),Transport,0,0.0,1000,0
CD2t4,Cadmium transport out via antiport,cd2[c] + h[e] + k[e] <==> cd2[e] + h[c] + k[c],Unassigned,Transport,1,-1000.0,1000,0
CH4St,Methanethiol Transport,ch4s[e] <==> ch4s[c],Unassigned,Transport,1,-1000.0,1000,0
CH4t,Methane Transport,ch4[c] <==> ch4[e],Unassigned,Transport,1,-1000.0,1000,0
Clt,chlorideion transport out via diffusion,cl[e] <==> cl[c],MA3609,Transport,1,-1000.0,1000,0
CO2t,CO2 transporter via diffusion,co2[c] <==> co2[e],Unassigned,Transport,1,-1000.0,1000,0
Coabc,Cobalt transport via ABC system,atp[c] + cobalt2[e] + h2o[c] <==> adp[c] + cobalt2[c] + h[c] + pi[c],(MA0393 or MA0869 or MA1748 or MA3552 or MA4019 or MA4022) and (MA0394 or MA3551 or MA4020 or MA4021 or MA4341) and MA3553 and (MA3554 or MA4023) or MA1418 or MA1419 or MA1747 or MA4343,Transport,0,0.0,1000,0
COBALTt5,cobalt transport in/out via permease (no H+),cobalt2[c] <==> cobalt2[e],(MA1721 or (MA1436 or MA1437)),Transport,1,-1000.0,1000,0
COt,CO transporter via diffusion,co[e] <==> co[c],Unassigned,Transport,0,0.0,1000,0
Cuabc,Copper transport via ABC system,atp[c] + cu2[e] + h2o[c] <==> adp[c] + cu2[c] + h[c] + pi[c],(MA0166 or MA1342 or MA3999),Transport,0,0.0,1000,0
Cut1,Copper export via ATPase,atp[c] + cu2[c] + h2o[c] <==> adp[c] + cu2[e] + h[c] + pi[c],(MA0166 or MA1342 or MA2833 or MA3632),Transport,0,0.0,1000,0
CYSt2r,L-cysteine reversible transport via proton symport,cys-L[e] + h[e] <==> cys-L[c] + h[c],Unassigned,Transport,0,0.0,1000,0
DMAt,Dimethylamine symport,h[e] + dma[e] <==> h[c] + dma[c],MA0143,Transport,0,0.0,1000,0
DMSt,Dimethyl sulfide Transport,dms[e] <==> dms[c],Unassigned,Transport,0,0.0,1000,0
ETHAt6,ethanolamine transport in/out via proton symport,etha[e] + h[e] <==> etha[c] + h[c],MA0143,Transport,0,0.0,1000,0
FE2abc,iron (II) transport via ABC system,atp[c] + fe2[e] + h2o[c] <==> adp[c] + fe2[c] + h[c] + pi[c],(MA3477 or MA4337) and (MA3478 or MA3479),Transport,0,0.0,1000,0
FE3abc,iron (III) transport via ABC system,atp[c] + fe3[e] + h2o[c] <==> adp[c] + fe3[c] + h[c] + pi[c],(MA0950 or MA1132 or MA1198 or MA1233 or MA2150 or MA2776 or MA3358 or MA3453 or MA3642 or MA3919 or MA4532) and (MA0951 or MA1131 or MA1199 or MA1234 or MA1847 or MA2149 or MA3359 or Ma3452 or MA3641 or MA3921 or MA4533 or MA4605) or (MA1128 or MA1230 or MA1231 or MA1232 or MA1850 or MA2772 or MA3557),Transport,0,0.0,1000,0
FEDCabc,iron (III) dicitrate transport via ABC system,atp[c] + (2) cit[e] + fe3[e] + h2o[c] <==> adp[c] + (2) cit[c] + fe3[c] + h[c] + pi[c],((MA0952 or MA2156 or MA3357 or MA3640) and ((MA2148 or MA2153) or (MA0952 or MA2156 or MA3357 or MA3640)) and ((MA0951 or MA1131 or MA1199 or MA1234 or MA1847 or MA2149 or MA3359 or MA3452 or MA3641 or MA3921 or MA4605) or (MA0951 or MA1131 or MA1234 or MA1847 or MA2149 or MA3359 or MA3452 or MA3641 or MA3921 or MA4605)) and ((MA0950 or MA1198 or MA1233 or MA2150 or MA2776 or MA3358 or MA3453 or MA3642 or MA3919 or MA4532 or MA4606) or (MA0950 or MA1132 or MA1198 or MA1233 or MA2150 or MA2776 or MA3358 or MA3453 or MA3642 or MA3919 or MA4532 or MA4606))),Transport,0,0.0,1000,0
FOLt,folate transport via proton simport,fol[e] + h[e] <==> fol[c] + h[c],Unassigned,Transport,1,-1000.0,1000,0
FORt,formate transport via diffusion,for[c] + (0) h[c] <==> for[e] + (0) h[e],Unassigned,Transport,1,-1000.0,1000,0
GCALDt,Glycoaldehydye reversible transport,gcald[e] <==> gcald[c],Unassigned,Transport,1,-1000.0,1000,0
GLCNt2r,"D-gluconate transport via proton symport, reversible",glcn[e] + h[e] <==> glcn[c] + h[c],MA0021,Transport,0,0.0,1000,0
GLUt2r,"L-glutamate transport via proton symport, reversible",glu-L[e] + h[e] <==> glu-L[c] + h[c],MA2961,Transport,0,0.0,1000,0
GLUt4,Na+/glutamate symport,glu-L[e] + na1[e] <==> glu-L[c] + na1[c],MA2961,Transport,0,0.0,1000,0
GLYBabc,Glycine betaine transport via ABC system,atp[c] + glyb[e] + h2o[c] <==> adp[c] + glyb[c] + h[c] + pi[c],((MA0063 or MA0282 or MA0323 or MA1120 or MA1235 or MA1747 or MA2110 or MA2145 or MA2275 or MA2282 or MA2478 or MA3171 or MA3582 or MA3903 or MA3957 or MA3960 or MA4253 or MA4321) and MA2146 and MA2147),Transport,0,0.0,1000,0
GLYt4r,glycine reversible transport via sodium symport,gly[e] + na1[e] <==> gly[c] + na1[c],MA2837,Transport,1,-1000.0,1000,0
H2Ot,H2O transport via diffusion,h2o[e] <==> h2o[c],Unassigned,Transport,1,-1000.0,1000,0
H2St,h2s transport (diffusion),h2s[e] <==> h2s[c],Unassigned,Transport,1,-1000.0,1000,0
H2td,hydrogen transport,h2[c] <==> h2[e],Unassigned,Transport,1,-1000.0,1000,0
HKt,H+/K+ gastric/non-gastric P-ATPase and ABC ATPase,atp[c] + h2o[c] + k[e] <==> adp[c] + h[e] + k[c] + pi[c],MA3999,Transport,0,0.0,1000,0
HPACt2r,ydroxyphenylacetate transport in via proton symporter,4hphac[e] + h[e] <==> 4hphac[c] + h[c],Unassigned,Transport,0,0.0,1000,0
ILEt2r,L-isoleucine reversible transport via proton symport,h[e] + ile-L[e] <==> h[c] + ile-L[c],(MA3437 and MA3438),Transport,0,0.0,1000,0
IND3ACt2r,indole-3-acetate transport via proton symport,h[c] + ind3ac[c] <==> h[e] + ind3ac[e],Unassigned,Transport,0,0.0,1000,0
KCCt,K+-Cl- cotransport,cl[c] + k[c] <==> cl[e] + k[e],MA4506,Transport,0,0.0,1000,0
Kt2r,potassium reversible transport  via proton symport,h[e] + k[e] <==> h[c] + k[c],(MA3108 or MA3981) and (MA1481 or MA1483 or MA2209) and (MA2034 or MA2448),Transport,1,-1000.0,1000,0
LEUt2r,L-leucine reversible transport via proton symport,h[e] + leu-L[e] <==> h[c] + leu-L[c],(MA3437 and MA3438),Transport,0,0.0,1000,0
LYSt3r,L-lysine transport out via proton antiport reversible,h[e] + lys-L[c] <==> h[c] + lys-L[e],(MA2108 or MA1855),Transport,0,0.0,1000,0
MEOHt2,Methanol diffusion,meoh[e] <==> meoh[c],Unassigned,Transport,1,1000.0,1000,0
MG2abc,magnesium transport via ABC system,atp[c] + h2o[c] + mg2[e] <==> adp[c] + h[c] + mg2[c] + pi[c],MA1721 or (MA1678 or MA2833 or MA2501 or MA4082 or MA4378),Transport,0,0.0,1000,0
MGt5,magnesium transport in/out via permease (no H+),mg2[c] <==> mg2[e],(MA1721 or (MA1436 or MA1437)),Transport,1,-1000.0,1000,0
MMAt,Monomethylamine symport,h[e] + mma[e] <==> h[c] + mma[c],MA0143,Transport,0,0.0,1000,0
MNabc,manganese transport via ABC system,atp[c] + h2o[c] + mn2[e] <==> adp[c] + h[c] + mn2[c] + pi[c],(MA0023 and MA0024 and MA0025),Transport,0,0.0,1000,0
MOBDabc,molybdate transport via ABC system,atp[c] + h2o[c] + mobd[e] <==> adp[c] + h[c] + mobd[c] + pi[c],(MA0280 and MA0281 and MA0282) or (MA0323 and MA0324 and MA0325) or (MA1235 and MA1236 and MA1237) or (MA2280 and MA2281 and MA2282),Transport,0,0.0,1000,0
N2tr,"Nitrogen exchange, diffusion",n2[e] <==> n2[c],Unassigned,Transport,1,-1000.0,1000,0
Naabc,Na-exporting ATPase,atp[c] + h2o[c] + na1[c] <==> adp[c] + h[c] + pi[c] + na1[e],(MA2433 and MA2434 and MA2435 and MA2436 and MA2437 and MA2438 and MA2439 and MA2440 and MA2441),Transport,0,0.0,1000,0
NACUP,Nicotinic acid uptake,nac[e] <==> nac[c],Unassigned,Transport,0,0.0,1000,0
NaKt_1,Na+/K+ exchanging ATPase _ 1,atp[c] + h2o[c] + k[e] + na1[c] <==> adp[c] + h[c] + k[c] + na1[e] + pi[c],MA4378,Transport,0,0.0,1000,0
NAt3_1,sodium proton antiporter (H:NA is 1:1),(1) h[e] + (2) na1[c] <==> (1) h[c] + (2) na1[e],(MA4566 and MA4567 and MA4568 and MA4569 and MA4570 and MA4572),Transport,1,-1000.0,1000,0
NCCt,Na+-Cl- cotransport,na1[e] + cl[c] <==> na1[c] + cl[e],MA4506,Transport,0,0.0,1000,0
NH4t,ammonia reversible transport,nh4[e] <==> nh4[c],(MA3917 or MA3918) and MA4207,Transport,0,-1000.0,1000,0
NIabc,nickel transport via ABC system,atp[c] + h2o[c] + ni2[e] <==> adp[c] + h[c] + ni2[c] + pi[c],((MA0302 or MA0883 or MA1249 or MA1250 or MA3048 or MA3455 or MA3461 or MA3905 or MA4247) and (MA0301 or MA0881 or MA1247 or MA3049 or MA3462 or MA3906 or MA4250) and (MA0300 or MA0880 or MA1246 or MA3050 or MA3458 or MA3463 or MA3907 or MA4251) and (MA0299 or MA0698 or MA0844 or MA0878 or MA0879 or MA1245 or MA2478 or MA2479 or MA3046 or MA3047 or MA3457 or MA3464 or MA3908 or MA3909 or MA4252 or MA4253 or MA4597 or MA4598) and (MA0298 or MA0299 or MA0697 or MA0698 or MA0844 or MA0878 or MA0879 or MA1244 or MA2474 or MA2478 or MA3047 or MA3456 or MA3464 or MA3908 or MA3909 or MA4252 or MA4253 or MA4597 or MA4598)),Transport,0,0.0,1000,0
PACt2r,phenylacetate transport in via proton symporter,h[e] + pac[e] <==> h[c] + pac[c],Unassigned,Transport,0,0.0,1000,0
PIabc,phosphate transport via ABC system,atp[c] + h2o[c] + pi[e] <==> adp[c] + h[c] + (2) pi[c],(MA0887 and MA0888 and MA0889 and MA0890) or (MA3093 and MA3094 and MA3095),Transport,0,0.0,1000,0
PIt,"Inorganic phosphate exchange, diffusion",pi[e] + h[e] <==> pi[c] + h[c],(MA2935 or MA3014),Transport,0,0.0,1000,0
PNTOt2,Pantothenate reversible transport via proton symport,h[e] + pnto-R[e] <==> h[c] + pnto-R[c],Unassigned,Transport,0,0.0,1000,0
PPA_1,inorganic diphosphatase (one proton translocation),h2o[c] + ppi[c] <==> h[e] + (2) pi[c],((MA3879 or MA3880),Transport,0,0.0,1000,0
PPA_3,inorganic diphosphatase (sodium translocation),h2o[c] + ppi[c] + na1[c] <==> na1[e] + (2) pi[c] + h[c],MA3879,Transport,0,0.0,1000,0
PROabc,L-proline transport via ABC system,atp[c] + h2o[c] + pro-L[e] <==> adp[c] + h[c] + pi[c] + pro-L[c],((MA0063 or MA0282 or MA0323 or MA1120 or MA1235 or MA1747 or MA2110 or MA2145 or MA2275 or MA2282 or MA2478 or MA3171 or MA3582 or MA3903 or MA3957 or MA3960 or MA4253 or MA4321) and MA2146 and MA2147),Transport,0,0.0,1000,0
PROt4,Na+/Proline-L symporter,na1[e] + pro-L[e] <==> na1[c] + pro-L[c],(MA0279 or MA1316),Transport,0,0.0,1000,0
PYRt2,pyruvate transport in via proton symport,h[e] + pyr[e] <==> h[c] + pyr[c],Unassigned,Transport,1,-1000.0,1000,0
RIBFLVt2,riboflavin transport in via proton symport,h[e] + ribflv[e] <==> h[c] + ribflv[c],Unassigned,Transport,0,0.0,1000,0
SO4t2,sulfate transport in via proton symport,so4[e] + h[e] <==> so4[c] + h[c],MA1999,Transport,0,0.0,1000,0
SULabc,sulfate transport via ABC system,atp[c] + h2o[c] + so4[e] <==> adp[c] + h[c] + pi[c] + so4[c],(((MA1237 or MA2280) or MA0325 or (MA1237 or MA2280)) and ((MA1236 or MA2281 or MA3902) or MA0324) and ((MA0063 or MA0282 or MA0323 or MA1235 or MA2145 or MA2282 or MA3903)),Transport,0,0.0,1000,0
THMabc,thiamine transport via ABC system,atp[c] + h2o[c] + thm[e] <==> adp[c] + h[c] + pi[c] + thm[c],Unassigned,Transport,0,0.0,1000,0
TMAt2,Trimethylamine symport,h[e] + tma[e] <==> h[c] + tma[c],(MA0530 or MA0929),Transport,0,0.0,1000,0
TRPt2r,L-tryptophan reversible transport via proton symport,trp-L[c] + h[c] <==> trp-L[e] + h[e],MA1417,Transport,0,0.0,1000,0
UNK_CBL1DEGt,unknown cobalamin degradation product diffusion,unknown_cbl1deg[e] <==> unknown_cbl1deg[c],Unassigned,Transport,1,-1000.0,1000,0
UNK_RBFDEGt,unknown riboflavin degradation product diffusion,unknown_rbfdeg[e] <==> unknown_rbfdeg[c],Unassigned,Transport,1,-1000.0,1000,0
VALt2r,L-valine reversible transport via proton symport,h[e] + val-L[e] <==> h[c] + val-L[c],(MA3437 and MA3438),Transport,0,0.0,1000,0
WO4abc,Tungstenate export by ABC transport,wo4[e] + atp[c] + h2o[c] <==> adp[c] + h[c] + pi[c] + wo4[c],(MA0280 and MA0281 and MA0282),Transport,0,0.0,1000,0
ZN2t4,zinc transport out via antiport,zn2[c] + h[e] + k[e] <==> zn2[e] + h[c] + k[c],MA1117,Transport,1,-1000.0,1000,0
ZNabc,zinc transport via ABC system,atp[c] + h2o[c] + zn2[e] <==> adp[c] + h[c] + pi[c] + zn2[c],(MA0023 and MA0024 and MA0025),Transport,0,0.0,1000,0
Znabc2,Zinc export by ABC transport,atp[c] + zn2[c] + h2o[c] <==> adp[c] + h[c] + pi[c] + zn2[e],(MA0549 or MA3366 or MA3632),Transport,0,0.0,1000,0
ALDD20x,"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)",h2o[c] + id3acald[c] + nad[c] <==> (2) h[c] + ind3ac[c] + nadh[c],MA2860,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
ANPRT,anthranilate phosphoribosyltransferase,ppi[c] + pran[c] <==> anth[c] + prpp[c],MA2989,Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
ANS,anthranilate synthase,chor[c] + gln-L[c] <==> anth[c] + glu-L[c] + h[c] + pyr[c],(MA2986 and MA2987),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
ANS2,anthranilate synthase 2,chor[c] + nh4[c] <==> anth[c] + h[c] + h2o[c] + pyr[c],(MA2986 and MA2987),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
CHORS,chorismate synthase,3psme[c] <==> chor[c] + pi[c],MA0550,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
CHRPL,Chorismate pyruvate lyase,chor[c] <==> 4hbz[c] + pyr[c],(MA2986 and MA2987),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
DHQD,3-dehydroquinate dehydratase,3dhq[c] <==> 3dhsk[c] + h2o[c],MA4593,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
DHQS2,3-dehydroquinate synthase,dohdu[c] <==> 3dhq[c],MA4592,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
DKFPASPL,6-deoxy-5-ketomannitol 1-phosphate:L-aspartate semialdehyde ligase,aspsa[c] + dkfp[c]  + nadh[c] + h[c] <==> dohau[c] + g3p[c] + nad[c],MA4591,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
DKFPR,6-deoxy-5-ketofructose 1-phosphate reductase,dkfp[c] + h[c] + nadh[c] <==> dkmp[c] + nad[c],Unassigned,Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
DOHDUS,"3,7-dideoxy-D-threo-hepto-2,6-diulosonate synthase",dohau[c] + h2o[c] + nad[c] <==> dohdu[c] + h[c] + nadh[c] + nh4[c],MA4592,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
HPYRRx,Hydroxypyruvate reductase (NADH),h[c] + hpyr[c] + nadh[c] <==> glyc-R[c] + nad[c],MA1334,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
HPYRRy,Hydroxypyruvate reductase (NADPH),h[c] + hpyr[c] + nadph[c] <==> glyc-R[c] + nadp[c],MA1334,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
IGPS,indole-3-glycerol-phosphate synthase,2cpr5p[c] + h[c] <==> 3ig3p[c] + co2[c] + h2o[c],MA2992,Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
INDPYRD,Indole-3-pyruvate decarboxylase,h[c] + indpyr[c] <==> co2[c] + id3acald[c],MA0594,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
IOR,indolepyruvate ferredoxin oxidoreductase,coa[c] + (2) fdox[c] + indpyr[c] <==> co2[c] + (2) fdred[c] + h[c] + indaccoa[c],(((MA1022 or MA1727 or MA1982) and (MA1023 or MA1726))),Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
